index,index_x,index_y,pos_x (px),pos_y (px),pos_x (mm),pos_y (mm),disp_x (px),disp_y (px),disp_x (um),disp_y (um),strain_xx,strain_yy,strain_xy,r (px),r (mm),théta,disp_r (px),disp_theta (px),disp_r (um),disp_theta (um),norm_disp (px),norm_disp(um)
0,0,0,-480.0,480.0,-2.526315789473684,2.526315789473684,0.081085205078125,-1.0375747680664062,0.42676423725328944,-5.460919831928454,0.0,-0.0,0.0,678.8225099390856,3.572750052310977,135.0,-0.7910120528524592,0.6763402561231711,-4.163221330802417,3.5596855585430056,1.0407383003476995,5.4775700018299975
1,0,1,-480.0,460.0,-2.526315789473684,2.4210526315789473,0.10650634765625,-0.9391098022460938,0.560559724506579,-4.9426831697162825,9.018090277095325e-06,0.004237884375543217,-0.002114433142633061,664.8308055437865,3.499109502862034,136.21887523513132,-0.7266714356189451,0.604333887367962,-3.824586503257606,3.1807046703576947,0.9451300560059295,4.974368715820681
2,0,2,-480.0,440.0,-2.526315789473684,2.3157894736842106,0.1983184814453125,-0.8676986694335938,1.0437814812911184,-4.566835102282073,2.0938649140589408e-06,0.0020443004832304723,-0.0010211033091582068,651.1528238439882,3.427120125494675,137.48955292199915,-0.7325166507437469,0.5056189844168899,-3.8553507933881415,2.6611525495625785,0.8900737053860224,4.684598449400117
3,0,3,-480.0,420.0,-2.526315789473684,2.2105263157894735,0.1916046142578125,-0.8572540283203125,1.0084453381990133,-4.511863306949013,9.719969966681672e-09,-0.00013943690502856042,6.972331249926355e-05,637.8087487640789,3.356888151389889,138.81407483429035,-0.7087028950515057,0.5189768817798175,-3.730015237113188,2.7314572725253554,0.8784058272098884,4.62318856426257
4,0,4,-480.0,400.0,-2.526315789473684,2.1052631578947367,0.2092437744140625,-0.8732757568359375,1.101283023231908,-4.596188193873355,3.064640623051674e-08,0.000247543206132832,-0.00012375627986330073,624.8199740725323,3.2885261793291174,140.19442890773482,-0.7198030362597146,0.5369144192510744,-3.7884370329458665,2.825865364479339,0.8979941562217555,4.726285032746081
5,0,5,-480.0,380.0,-2.526315789473684,2.0,0.2181549072265625,-0.84735107421875,1.1481837222450657,-4.4597424958881575,2.8524664230644704e-09,7.552815339295194e-05,-3.776265046326444e-05,612.2091146005587,3.2221532347397823,141.63251461513846,-0.6969967507757284,0.5289526783510758,-3.6684039514512023,2.783961465005662,0.8749830892804156,4.60517415410745
6,0,6,-480.0,360.0,-2.526315789473684,1.894736842105263,0.18585205078125,-0.8702545166015625,0.9781686883223685,-4.5802869294819075,8.610077202320098e-09,0.00013121697586029768,-6.560418289154768e-05,600.0,3.1578947368421053,143.13010235415598,-0.6708343505859374,0.5846923828125,-3.530707108347039,3.0773283305921053,0.8898785919691604,4.683571536679792
7,0,7,-480.0,340.0,-2.526315789473684,1.7894736842105263,0.274688720703125,-0.84210205078125,1.4457301089638157,-4.43211605674342,5.736993625760078e-07,-0.001071740691550076,0.000536157195456326,588.2176467941097,3.095882351547946,144.6887865603668,-0.7109023088344932,0.5284010451402354,-3.7415910991289114,2.7810581323170287,0.8857707136790572,4.661951124626618
8,0,8,-480.0,320.0,-2.526315789473684,1.6842105263157894,0.302215576171875,-0.9131011962890625,1.5906082956414473,-4.805795769942434,1.2870441423729062e-07,0.0005072260319138877,-0.0002535486637498252,576.8882040742383,3.0362537056538854,146.30993247402023,-0.7579559718623241,0.5921070797276919,-3.989241957170127,3.1163530511983786,0.9618149765653555,5.062184087186081
9,0,9,-480.0,300.0,-2.526315789473684,1.5789473684210527,0.2423248291015625,-0.821807861328125,1.2753938373766447,-4.32530453330592,3.1915354338707397e-06,0.0025232824635895664,-0.001260045464077848,566.0388679233962,2.9791519364389276,147.9946167919165,-0.6410483394866342,0.5684597700640188,-3.373938628877022,2.991893526652731,0.85679022154773,4.509422218672263
10,0,10,-480.0,280.0,-2.526315789473684,1.4736842105263157,0.229888916015625,-0.812042236328125,1.2099416632401316,-4.273906506990131,1.8163700588047506e-09,6.02704004268162e-05,-3.0134292028378696e-05,555.6977595779922,2.924725050410485,149.74356283647072,-0.6077377495922337,0.5855905865092002,-3.1986197346959666,3.082055718469474,0.8439558680924149,4.4418729899600775
11,0,11,-480.0,260.0,-2.526315789473684,1.368421052631579,0.2440948486328125,-0.81939697265625,1.2847097296463814,-4.312615645559211,5.414756014943124e-07,-0.0010411908896639944,0.0005208661826327444,545.8937625582472,2.873125066096038,151.55707137563664,-0.6048956095173217,0.6042309124117788,-3.1836611027227457,3.180162696904099,0.854981692159138,4.499903642942831
12,0,12,-480.0,240.0,-2.526315789473684,1.263157894736842,0.2642822265625,-0.853668212890625,1.3909590871710527,-4.492990594161184,2.1575280698016283e-07,-0.0006571066219476051,0.00032866118737729267,536.6563145999495,2.824506918947103,153.434948822922,-0.6181532403863403,0.6453534569339298,-3.253438107296528,3.3965971417575247,0.8936411544779628,4.703374497252435
13,0,13,-480.0,220.0,-2.526315789473684,1.1578947368421053,0.258880615234375,-0.845672607421875,1.3625295538651316,-4.450908460115132,5.736993625760078e-07,-0.001071740691550076,0.000536157195456326,528.0151512977634,2.7790271120934915,155.37643521383637,-0.5876927360562031,0.6609073912997306,-3.0931196634537006,3.4784599542091086,0.8844101604390585,4.654790318100308
14,0,14,-480.0,200.0,-2.526315789473684,1.0526315789473684,0.2789154052734375,-0.896514892578125,1.4679758172286184,-4.718499434621711,8.720558253116905e-07,-0.0013215202491846866,0.0006611961525049992,520.0,2.736842105263158,157.38013505195957,-0.6022737943209134,0.7202770526592548,-3.1698620753732283,3.790931856101341,0.9388997581814646,4.941577674639287
15,0,15,-480.0,180.0,-2.526315789473684,0.9473684210526315,0.2362823486328125,-0.89849853515625,1.24359130859375,-4.728939658717105,1.1993397492915393e-08,0.0001548647155868821,-7.742636109469459e-05,512.6402247190518,2.6981064458897466,159.44395478041653,-0.5367219550956346,0.7583261230313014,-2.824852395240182,3.9911901212173757,0.9290473432249645,4.88972285907876
16,0,16,-480.0,160.0,-2.526315789473684,0.8421052631578947,0.182220458984375,-0.89031982421875,0.9590550472861842,-4.685893811677631,2.5117798941209917e-07,0.0007085195739637129,-0.0003541341979871504,505.9644256269407,2.6629706611944246,161.565051177078,-0.4544133550547741,0.7870083784924059,-2.39164923713039,4.142149360486346,0.908775926765989,4.783031193505205
17,0,17,-480.0,140.0,-2.526315789473684,0.7368421052631579,0.158416748046875,-0.870147705078125,0.8337723581414473,-4.579724763569079,1.199555117636919e-07,0.0004896871733944863,-0.0002447836089413613,500.0,2.631578947368421,163.73979529168807,-0.39572143554687456,0.7909851074218753,-2.082744397615129,4.163079512746712,0.8844506174538377,4.65500324975704
18,0,18,-480.0,120.0,-2.526315789473684,0.631578947368421,0.1866912841796875,-0.8707275390625,0.9825857062088815,-4.582776521381579,2.869521267712116e-08,0.00023953429306857287,-0.00011975279892794787,494.77267507411926,2.604066710916417,165.96375653207352,-0.39229959711229634,0.7994505043941297,-2.064734721643665,4.207634233653314,0.8905167504716002,4.686930265640001
19,0,19,-480.0,100.0,-2.526315789473684,0.5263157894736842,0.17633056640625,-0.860565185546875,0.9280556126644737,-4.529290450246711,5.647449870593846e-07,0.0010622099132160656,-0.0005308225841145032,490.3060268852505,2.5805580362381604,168.23171106797935,-0.34814010244592897,0.8065130974097162,-1.832316328662784,4.244805775840612,0.8784445954210637,4.623392607479283
20,0,20,-480.0,80.0,-2.526315789473684,0.42105263157894735,0.2100067138671875,-0.828216552734375,1.105298494037829,-4.3590344880756575,1.8969320808537306e-06,0.0019458874917472713,-0.0009719952798332088,486.6210024238576,2.561163170651882,170.53767779197437,-0.3433073090616148,0.7824228841473002,-1.8068805740084988,4.118015179722633,0.8544269881578569,4.496984148199247
